--- Render Session Started: 2025-11-28_16-16-11 ---
Blender: C:/Program Files (x86)/Steam/steamapps/common/Blender/blender.exe
Project: D:/Working/SETT/MV/MV0033/Working/MV0033_Luna and Frank 2Part.blend
Range: 2295 to 2300
----------------------------------------
Command: C:/Program Files (x86)/Steam/steamapps/common/Blender/blender.exe -b D:/Working/SETT/MV/MV0033/Working/MV0033_Luna and Frank 2Part.blend -s 2295 -e 2300 -a
🔄 blenderkit: Verbose is enabled
🔄 blenderkit: Read in JSON settings from file
ℹ️  blenderkit: Ports reordered so first port is now 62485 (previous index was 0) [16:16:12.286, client_lib.py:125]
Created history step a4860ba9-0e83-4c32-9a9f-63fb3f9933e9
ℹ️  blenderkit: Created new search history step [16:16:12.300, search.py:1751]
00:01.000  blend            | Read blend: "D:\Working\SETT\MV\MV0033\Working\MV0033_Luna and Frank 2Part.blend"
Blender 5.0.0 (hash a37564c4df7a built 2025-11-18 11:06:54)
Could not open as Ogawa file from provided streams.Could not open as Ogawa file from provided streams.
Could not open as Ogawa file from provided streams.

Unable to open Unable to open D:\Match Villains File System\Match Villains\3D\Blender\adno_PrisonCoin\Animations\PrisonCoin_abc\Luna_01.abcD:\Match Villains File System\Match Villains\3D\Blender\adno_PrisonCoin\Animations\PrisonCoin_abc\Victor_01.abcUnable to open D:\Match Villains File System\Match Villains\3D\Blender\adno_PrisonCoin\Animations\PrisonCoin_abc\Frank_03.abc


00:07.531  render           | Rendering animation (frames 2295..2300)
00:07.547  render           | Start rendering: Scene, ViewLayer
00:07.547  render           | Engine: Cycles
Could not open as Ogawa file from provided streams.
Could not open as Ogawa file from provided streams.
Could not open as Ogawa file from provided streams.
Unable to open D:\Match Villains File System\Match Villains\3D\Blender\adno_PrisonCoin\Animations\PrisonCoin_abc\Victor_01.abc
Unable to open D:\Match Villains File System\Match Villains\3D\Blender\adno_PrisonCoin\Animations\PrisonCoin_abc\Frank_03.abc
Unable to open D:\Match Villains File System\Match Villains\3D\Blender\adno_PrisonCoin\Animations\PrisonCoin_abc\Luna_01.abc
00:14.703  render           | Mem: 1M | Synchronizing object | media (2)
02:00.640  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.402 28/361 | Building BVH
02:00.640  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.402 28/361 | Building OptiX acceleration structure
02:00.640  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.404 29/361 | Building BVH
02:00.640  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.404 29/361 | Building OptiX acceleration structure
02:00.640  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.408 30/361 | Building BVH
02:00.640  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.408 30/361 | Building OptiX acceleration structure
02:00.640  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.406 31/361 | Building BVH
02:00.640  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.406 31/361 | Building OptiX acceleration structure
02:00.640  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.410 32/361 | Building BVH
02:00.640  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.410 32/361 | Building OptiX acceleration structure
02:00.640  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.412 33/361 | Building BVH
02:00.640  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.412 33/361 | Building OptiX acceleration structure
02:00.640  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.414 34/361 | Building BVH
02:00.640  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.414 34/361 | Building OptiX acceleration structure
02:00.640  render           | Mem: 9022M | Updating Geometry BVH BézierCurve 347/361 | Building BVH
02:00.640  render           | Mem: 9022M | Updating Geometry BVH BézierCurve 347/361 | Building OptiX acceleration structure
02:00.640  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.416 35/361 | Building BVH
02:00.640  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.416 35/361 | Building OptiX acceleration structure
02:00.640  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.418 36/361 | Building BVH
02:00.640  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.418 36/361 | Building OptiX acceleration structure
02:00.656  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.420 37/361 | Building BVH
02:00.656  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.420 37/361 | Building OptiX acceleration structure
02:00.656  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.422 38/361 | Building BVH
02:00.656  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.422 38/361 | Building OptiX acceleration structure
02:00.656  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.424 39/361 | Building BVH
02:00.656  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.424 39/361 | Building OptiX acceleration structure
02:00.656  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.426 40/361 | Building BVH
02:00.656  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.426 40/361 | Building OptiX acceleration structure
02:00.656  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.428 41/361 | Building BVH
02:00.656  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.428 41/361 | Building OptiX acceleration structure
02:00.656  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.430 42/361 | Building BVH
02:00.656  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.430 42/361 | Building OptiX acceleration structure
02:00.656  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.432 43/361 | Building BVH
02:00.656  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.432 43/361 | Building OptiX acceleration structure
02:00.656  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.434 44/361 | Building BVH
02:00.656  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.436 45/361 | Building BVH
02:00.656  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.436 45/361 | Building OptiX acceleration structure
02:00.656  render           | Mem: 9022M | Updating Geometry BVH Cylinder.002 346/361 | Building BVH
02:00.656  render           | Mem: 9022M | Updating Geometry BVH Cylinder.002 346/361 | Building OptiX acceleration structure
02:00.656  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.438 46/361 | Building BVH
02:00.656  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.438 46/361 | Building OptiX acceleration structure
02:00.672  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.440 47/361 | Building BVH
02:00.672  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.440 47/361 | Building OptiX acceleration structure
02:00.672  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.442 48/361 | Building BVH
02:00.672  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.442 48/361 | Building OptiX acceleration structure
02:00.672  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.444 49/361 | Building BVH
02:00.672  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.444 49/361 | Building OptiX acceleration structure
02:00.672  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.446 50/361 | Building BVH
02:00.672  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.446 50/361 | Building OptiX acceleration structure
02:00.672  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.448 51/361 | Building BVH
02:00.672  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.448 51/361 | Building OptiX acceleration structure
02:00.672  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.450 52/361 | Building BVH
02:00.672  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.450 52/361 | Building OptiX acceleration structure
02:00.672  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.452 53/361 | Building BVH
02:00.672  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.452 53/361 | Building OptiX acceleration structure
02:00.672  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.454 54/361 | Building BVH
02:00.672  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.454 54/361 | Building OptiX acceleration structure
02:00.687  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.472 64/361 | Building BVH
02:00.687  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.472 64/361 | Building OptiX acceleration structure
02:00.687  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.476 66/361 | Building BVH
02:00.687  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.476 66/361 | Building OptiX acceleration structure
02:00.687  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.474 65/361 | Building BVH
02:00.687  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.474 65/361 | Building OptiX acceleration structure
02:00.687  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.480 67/361 | Building BVH
02:00.687  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.480 67/361 | Building OptiX acceleration structure
02:00.687  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.482 68/361 | Building BVH
02:00.687  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.482 68/361 | Building OptiX acceleration structure
02:00.687  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.484 69/361 | Building BVH
02:00.687  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.484 69/361 | Building OptiX acceleration structure
02:00.687  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.486 70/361 | Building BVH
02:00.687  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.486 70/361 | Building OptiX acceleration structure
02:00.687  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.534 71/361 | Building BVH
02:00.687  render           | Mem: 9022M | Updating Geometry BVH RED_Island_1_Mesh.534 71/361 | Building OptiX acceleration structure
02:00.703  render           | Mem: 9030M | Updating Geometry BVH RED_Island_1_Mesh.488 72/361 | Building BVH
02:00.703  render           | Mem: 9030M | Updating Geometry BVH RED_Island_1_Mesh.488 72/361 | Building OptiX acceleration structure
02:00.703  render           | Mem: 9030M | Updating Geometry BVH RED_Island_1_Mesh.516 73/361 | Building BVH
02:00.703  render           | Mem: 9030M | Updating Geometry BVH RED_Island_1_Mesh.516 73/361 | Building OptiX acceleration structure
02:00.703  render           | Mem: 9030M | Updating Geometry BVH RED_Island_1_Mesh.490 74/361 | Building BVH
02:00.703  render           | Mem: 9030M | Updating Geometry BVH RED_Island_1_Mesh.490 74/361 | Building OptiX acceleration structure
02:00.703  render           | Mem: 9030M | Updating Geometry BVH RED_Island_1_Mesh.494 76/361 | Building BVH
02:00.703  render           | Mem: 9030M | Updating Geometry BVH RED_Island_1_Mesh.494 76/361 | Building OptiX acceleration structure
02:00.703  render           | Mem: 9030M | Updating Geometry BVH RED_Island_1_Mesh.492 75/361 | Building BVH
02:00.703  render           | Mem: 9030M | Updating Geometry BVH RED_Island_1_Mesh.492 75/361 | Building OptiX acceleration structure
02:00.703  render           | Mem: 9030M | Updating Geometry BVH RED_Island_1_Mesh.496 77/361 | Building BVH
02:00.703  render           | Mem: 9030M | Updating Geometry BVH RED_Island_1_Mesh.496 77/361 | Building OptiX acceleration structure
02:00.703  render           | Mem: 9030M | Updating Geometry BVH RED_Island_1_Mesh.498 78/361 | Building BVH
02:00.703  render           | Mem: 9030M | Updating Geometry BVH RED_Island_1_Mesh.498 78/361 | Building OptiX acceleration structure
02:00.703  render           | Mem: 9030M | Updating Geometry BVH RED_Island_1_Mesh.500 79/361 | Building BVH
02:00.703  render           | Mem: 9030M | Updating Geometry BVH RED_Island_1_Mesh.500 79/361 | Building OptiX acceleration structure
02:00.703  render           | Mem: 9030M | Updating Geometry BVH RED_Island_1_Mesh.502 80/361 | Building BVH
02:00.703  render           | Mem: 9030M | Updating Geometry BVH RED_Island_1_Mesh.502 80/361 | Building OptiX acceleration structure
02:00.734  render           | Mem: 9071M | Updating Geometry BVH RED_Island_1_Mesh.506 82/361 | Building BVH
02:00.734  render           | Mem: 9071M | Updating Geometry BVH RED_Island_1_Mesh.506 82/361 | Building OptiX acceleration structure
02:00.750  render           | Mem: 9031M | Updating Geometry BVH Aset_nature_rock_S_wd3cdga_00_LOD5.657 344/361 | Building BVH
02:00.750  render           | Mem: 9031M | Updating Geometry BVH Aset_nature_rock_S_wd3cdga_00_LOD5.657 344/361 | Building OptiX acceleration structure
02:00.750  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.508 83/361 | Building BVH
02:00.750  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.508 83/361 | Building OptiX acceleration structure
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.510 84/361 | Building BVH
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.510 84/361 | Building OptiX acceleration structure
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.512 85/361 | Building BVH
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.512 85/361 | Building OptiX acceleration structure
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.514 86/361 | Building BVH
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.514 86/361 | Building OptiX acceleration structure
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.518 87/361 | Building BVH
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.518 87/361 | Building OptiX acceleration structure
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.520 88/361 | Building BVH
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.520 88/361 | Building OptiX acceleration structure
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.522 89/361 | Building BVH
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.522 89/361 | Building OptiX acceleration structure
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.524 90/361 | Building BVH
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.524 90/361 | Building OptiX acceleration structure
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.526 91/361 | Building BVH
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.526 91/361 | Building OptiX acceleration structure
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.528 92/361 | Building BVH
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.528 92/361 | Building OptiX acceleration structure
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.530 93/361 | Building BVH
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.530 93/361 | Building OptiX acceleration structure
02:00.765  render           | Mem: 9031M | Updating Geometry BVH Aset_nature_rock_S_wffnebus_00_LOD5.669 343/361 | Building BVH
02:00.765  render           | Mem: 9031M | Updating Geometry BVH Aset_nature_rock_S_wffnebus_00_LOD5.669 343/361 | Building OptiX acceleration structure
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.532 94/361 | Building BVH
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.532 94/361 | Building OptiX acceleration structure
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.536 95/361 | Building BVH
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.536 95/361 | Building OptiX acceleration structure
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.538 96/361 | Building BVH
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.538 96/361 | Building OptiX acceleration structure
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.540 97/361 | Building BVH
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.540 97/361 | Building OptiX acceleration structure
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.542 98/361 | Building BVH
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.542 98/361 | Building OptiX acceleration structure
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.353 99/361 | Building BVH
02:00.765  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.353 99/361 | Building OptiX acceleration structure
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.355 100/361 | Building BVH
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.355 100/361 | Building OptiX acceleration structure
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.357 101/361 | Building BVH
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.357 101/361 | Building OptiX acceleration structure
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.359 102/361 | Building BVH
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.359 102/361 | Building OptiX acceleration structure
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.361 103/361 | Building BVH
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.361 103/361 | Building OptiX acceleration structure
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.363 104/361 | Building BVH
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.363 104/361 | Building OptiX acceleration structure
02:00.781  render           | Mem: 9031M | Updating Geometry BVH Aset_nature_rock_S_wffnebus_00_LOD5.668 342/361 | Building BVH
02:00.781  render           | Mem: 9031M | Updating Geometry BVH Aset_nature_rock_S_wffnebus_00_LOD5.668 342/361 | Building OptiX acceleration structure
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.365 105/361 | Building BVH
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.365 105/361 | Building OptiX acceleration structure
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.367 106/361 | Building BVH
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.367 106/361 | Building OptiX acceleration structure
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.369 107/361 | Building BVH
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.369 107/361 | Building OptiX acceleration structure
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.371 108/361 | Building BVH
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.371 108/361 | Building OptiX acceleration structure
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.373 109/361 | Building BVH
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.373 109/361 | Building OptiX acceleration structure
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.375 110/361 | Building BVH
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.375 110/361 | Building OptiX acceleration structure
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.377 111/361 | Building BVH
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.377 111/361 | Building OptiX acceleration structure
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.379 112/361 | Building BVH
02:00.781  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.379 112/361 | Building OptiX acceleration structure
02:00.812  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.397 122/361 | Building BVH
02:00.812  render           | Mem: 9031M | Updating Geometry BVH RED_Island_1_Mesh.397 122/361 | Building OptiX acceleration structure
02:00.812  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.399 123/361 | Building BVH
02:00.812  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.399 123/361 | Building OptiX acceleration structure
02:00.812  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.401 124/361 | Building BVH
02:00.812  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.401 124/361 | Building OptiX acceleration structure
02:00.812  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.403 125/361 | Building BVH
02:00.812  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.403 125/361 | Building OptiX acceleration structure
02:00.812  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.405 126/361 | Building BVH
02:00.812  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.405 126/361 | Building OptiX acceleration structure
02:00.812  render           | Mem: 9032M | Updating Geometry BVH Aset_nature_rock_S_vmjebem_LOD5.658 340/361 | Building BVH
02:00.812  render           | Mem: 9032M | Updating Geometry BVH Aset_nature_rock_S_vmjebem_LOD5.658 340/361 | Building OptiX acceleration structure
02:00.812  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.407 127/361 | Building BVH
02:00.812  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.407 127/361 | Building OptiX acceleration structure
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.409 128/361 | Building BVH
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.409 128/361 | Building OptiX acceleration structure
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.411 129/361 | Building BVH
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.411 129/361 | Building OptiX acceleration structure
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.413 130/361 | Building BVH
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.413 130/361 | Building OptiX acceleration structure
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.415 131/361 | Building BVH
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.415 131/361 | Building OptiX acceleration structure
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.417 132/361 | Building BVH
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.417 132/361 | Building OptiX acceleration structure
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.419 133/361 | Building BVH
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.419 133/361 | Building OptiX acceleration structure
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.421 134/361 | Building BVH
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.421 134/361 | Building OptiX acceleration structure
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.423 135/361 | Building BVH
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.423 135/361 | Building OptiX acceleration structure
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.425 136/361 | Building BVH
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.425 136/361 | Building OptiX acceleration structure
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.427 137/361 | Building BVH
02:00.828  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.427 137/361 | Building OptiX acceleration structure
02:00.843  render           | Mem: 9032M | Updating Geometry BVH Aset_nature_rock_S_wffnebus_00_LOD5.666 339/361 | Building BVH
02:00.843  render           | Mem: 9032M | Updating Geometry BVH Aset_nature_rock_S_wffnebus_00_LOD5.666 339/361 | Building OptiX acceleration structure
02:00.843  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.429 138/361 | Building BVH
02:00.843  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.429 138/361 | Building OptiX acceleration structure
02:00.843  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.431 139/361 | Building BVH
02:00.843  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.431 139/361 | Building OptiX acceleration structure
02:00.843  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.433 140/361 | Building BVH
02:00.843  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.433 140/361 | Building OptiX acceleration structure
02:00.843  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.435 141/361 | Building BVH
02:00.843  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.435 141/361 | Building OptiX acceleration structure
02:00.843  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.437 142/361 | Building BVH
02:00.843  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.437 142/361 | Building OptiX acceleration structure
02:00.843  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.439 143/361 | Building BVH
02:00.843  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.439 143/361 | Building OptiX acceleration structure
02:00.843  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.441 144/361 | Building BVH
02:00.843  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.441 144/361 | Building OptiX acceleration structure
02:00.843  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.443 145/361 | Building BVH
02:00.843  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.443 145/361 | Building OptiX acceleration structure
02:00.859  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.445 146/361 | Building BVH
02:00.859  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.445 146/361 | Building OptiX acceleration structure
02:00.859  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.447 147/361 | Building BVH
02:00.859  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.447 147/361 | Building OptiX acceleration structure
02:00.859  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.449 148/361 | Building BVH
02:00.859  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.449 148/361 | Building OptiX acceleration structure
02:00.859  render           | Mem: 9032M | Updating Geometry BVH Aset_nature_rock_S_vd5scae_LOD5.654 338/361 | Building BVH
02:00.859  render           | Mem: 9032M | Updating Geometry BVH Aset_nature_rock_S_vd5scae_LOD5.654 338/361 | Building OptiX acceleration structure
02:00.859  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.451 149/361 | Building BVH
02:00.859  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.451 149/361 | Building OptiX acceleration structure
02:00.859  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.453 150/361 | Building BVH
02:00.859  render           | Mem: 9032M | Updating Geometry BVH RED_Island_1_Mesh.453 150/361 | Building OptiX acceleration structure
